titulo,clavenom,etiqueta
"Norma Oficial Mexicana NOM-013-ENER-2013, Eficiencia energética para sistemas de alumbrado en vialidades",NOM-013-ENER-2013,NOM
"Norma Oficial Mexicana NOM-025-ENER-2013, Eficiencia térmica de aparatos domésticos para cocción de alimentos que usan gas L.P. o gas natural. Límites, métodos de prueba y etiquetado",NOM-025-ENER-2013,NOM
"Convocatoria a los interesados en obtener la aprobación como laboratorio de pruebas u organismo de certificación en la Norma Oficial Mexicana NOM-011-SESH-2012, Calentadores de agua de uso doméstico y comercial que utilizan como combustible Gas L.P. o Gas Natural.- Requisitos de seguridad, especificaciones, métodos de prueba, marcado e información comercial (cancela a la NOM-020-SEDG-2003)",NOM-011-SESH-2012,Otros Documentos
"Procedimiento alternativo autorizado por la Secretaría del Trabajo y Previsión Social para la Norma Oficial Mexicana NOM-023-STPS-2012, Minas subterráneas y minas a cielo abierto-Condiciones de seguridad y salud en el trabajo",NOM-023-STPS-2012,Otros Documentos
"Norma Oficial Mexicana NOM-002-SAG/PESC-2013, Para ordenar el aprovechamiento de las especies de camarón en aguas de jurisdicción federal de los Estados Unidos Mexicanos",NOM-002-SAG/PESC-2013,NOM
"Convocatoria a los interesados en obtener la aprobación como Laboratorio de Pruebas u Organismo de Certificación en la Norma Oficial Mexicana NOM-010-SESH-2012, Aparatos domésticos para cocinar alimentos que utilizan Gas L.P. o Gas Natural. Especificaciones y métodos de prueba",NOM-010-SESH-2012,Otros Documentos
"Norma Oficial Mexicana NOM-024-SCFI-2013, Información comercial para empaques, instructivos y garantías de los productos electrónicos, eléctricos y electrodomésticos",NOM-024-SCFI-2013,NOM
"Modificación a la Norma Oficial Mexicana NOM-012-SCT3-2012, Que establece los requerimientos para los instrumentos, equipo, documentos y manuales que han de llevarse a bordo de las aeronaves, publicada el 14 de agosto de 2012",NOM-012-SCT3-2012,Modificación
Aviso mediante el cual se da a conocer que se cierra la convocatoria para acreditar y aprobar unidades de verificación para instrumentos de medir en lo correspondiente a evaluar la conformidad de la Norma Oficial Mexicana NOM-010-SCFI-1994 Instrumentos de medición-Instrumentos para pesar de funcionamiento no automático-Requisitos técnicos y metrológicos,NOM-010-SCFI-1994,Otros Documentos
"Norma Oficial Mexicana NOM-019-SSA3-2013, Para la práctica de enfermería en el Sistema Nacional de Salud",NOM-019-SSA3-2013,NOM
"Respuesta a los comentarios recibidos respecto del Proyecto de Modificación de la Norma Oficial Mexicana NOM-012-SESH-2010, Calefactores de ambiente para uso doméstico que empleen como combustible Gas L.P. o natural. Requisitos de seguridad y métodos de prueba, publicado el 2 de octubre de 2012",NOM-012-SESH-2010,Respuestas a Comentarios
"Norma Oficial Mexicana NOM-027-SSA3-2013, Regulación de los servicios de salud. Que establece los criterios de funcionamiento y atención en los servicios de urgencias de los establecimientos para la atención médica",NOM-027-SSA3-2013,NOM
"Acuerdo de Modificación a la Norma Oficial Mexicana NOM-018- STPS-2000, Sistema para la identificación y comunicación de peligros y riesgos por sustancias químicas peligrosas en los centros de trabajo",NOM-018- STPS-2000,Modificación
"Norma Oficial Mexicana NOM-015-SESH-2013, Reguladores de baja presión para Gas L.P. Especificaciones y métodos de prueba",NOM-015-SESH-2013,NOM
"Acuerdo por el que la Comisión Reguladora de Energía ordena la publicación de una fe de erratas a la Norma Oficial Mexicana NOM-003-SECRE-2011, Distribución de gas natural y gas licuado de petróleo por ductos, publicada el 13 de mayo de 2013",NOM-003-SECRE-2011,Otros Documentos
"Norma Oficial Mexicana NOM-030-SSA3-2013, Que establece las características arquitectónicas para facilitar el acceso, tránsito, uso y permanencia de las personas con discapacidad en establecimientos para la atención médica ambulatoria y hospitalaria del Sistema Nacional de Salud",NOM-030-SSA3-2013,NOM
"Norma Oficial Mexicana NOM-025-SSA3-2013, Para la organización y funcionamiento de las unidades de cuidados intensivos",NOM-025-SSA3-2013,NOM
"Norma Oficial Mexicana NOM-013-SECRE-2012, Requisitos de seguridad para el diseño, construcción, operación y mantenimiento de terminales de almacenamiento de gas natural licuado que incluyen sistemas, equipos e instalaciones de recepción, conducción, vaporización y entrega de gas natural (cancela y sustituye a la Norma Oficial Mexicana NOM-013-SECRE-2004, Requisitos de seguridad para el diseño, construcción, operación y mantenimiento de terminales de almacenamiento de gas natural licuado que incluyen sistemas, equipos e instalaciones de recepción, conducción, vaporización y entrega de gas natural)",NOM-013-SECRE-2012,NOM
"Modificación de la Norma Oficial Mexicana NOM-012-SESH-2010, Calefactores de ambiente para uso doméstico que empleen como combustible Gas L.P. o Natural. Requisitos de seguridad y métodos de prueba",NOM-012-SESH-2010,Modificación
"Norma Oficial Mexicana NOM-014-SESH-2013, Conexión integral y conexión flexible que se utilizan en instalaciones de aprovechamiento de Gas L.P. o Gas Natural. Especificaciones y métodos de prueba",NOM-014-SESH-2013,NOM
"Norma Oficial Mexicana NOM-033-SCT4-2013, Lineamientos para el ingreso de mercancías peligrosas a instalaciones portuarias",NOM-033-SCT4-2013,NOM
"Norma Oficial Mexicana NOM-002-SCT3-2012, Que establece el contenido del Manual General de Operaciones",NOM-002-SCT3-2012,NOM
"Norma Oficial Mexicana NOM-008-STPS-2013, Actividades de aprovechamiento forestal maderable y en centros de almacenamiento y transformación en su actividad primaria-Condiciones de seguridad y salud en el trabajo",NOM-008-STPS-2013,NOM
"Norma Oficial Mexicana NOM-008-SCT2-2013, Amortiguadores de impacto en carreteras y vialidades urbanas",NOM-008-SCT2-2013,NOM
"Norma Oficial Mexicana NOM-006-SSA2-2013, Para la prevención y control de la tuberculosis",NOM-006-SSA2-2013,NOM
"Nota Aclaratoria a la Norma Oficial Mexicana NOM-013-ENER- 2013, Eficiencia energética para sistemas de alumbrado en vialidades, publicada el 14 de junio de 2013",NOM-013-ENER- 2013,Otros Documentos
"Norma Oficial Mexicana NOM-001-NUCL-2013, Factores para el cálculo del equivalente de dosis",NOM-001-NUCL-2013,NOM
"Resolución por la que se modifica el numeral 5.1 de la Norma Oficial Mexicana NOM-028-ENER-2010, Eficiencia energética de lámparas para uso general. Límites y métodos de prueba, publicada el 6 de diciembre de 2010",NOM-028-ENER-2010,Modificación
"Convocatoria a las personas interesadas en obtener la aprobación como Laboratorio de Pruebas u Organismo de Certificación en la Norma Oficial Mexicana NOM-014-SESH- 2013, Conexión integral y conexión flexible que se utilizan en instalaciones de aprovechamiento de Gas L.P. o Gas Natural. Especificaciones y métodos de prueba",NOM-014-SESH- 2013,Otros Documentos
"Convocatoria a las personas interesadas en obtener la aprobación como Laboratorio de Pruebas u Organismo de Certificación en la Norma Oficial Mexicana NOM-015-SESH- 2013, Reguladores de baja presión para Gas L.P. Especificaciones y métodos de prueba",NOM-015-SESH- 2013,Otros Documentos
"Norma Oficial Mexicana NOM-015-SECRE-2013, Diseño, construcción, seguridad, operación y mantenimiento de sistemas de almacenamiento de gas licuado de petróleo mediante planta de depósito o planta de suministro que se encuentran directamente vinculados a los sistemas de transporte o distribución por ducto de gas licuado de petróleo, o que forman parte integral de las terminales terrestres o marítimas de importación de dicho producto",NOM-015-SECRE-2013,NOM
"Respuesta a los comentarios recibidos al Proyecto de Norma Oficial Mexicana NOM-032-ENER-2013, Límites máximos de potencia eléctrica para equipos y aparatos que demandan energía en espera. Métodos de prueba y etiquetado, publicado el 22 de mayo de 2013",NOM-032-ENER-2013,Respuestas a Comentarios
"Proyecto de Modificación de la Norma Oficial Mexicana NOM-010- STPS-1999, Condiciones de seguridad e higiene en los centros de trabajo donde se manejen, transporten, procesen o almacenen sustancias químicas capaces de generar contaminación en el medio ambiente laboral, para quedar como PROY-NOM-010-STPS-2013, Agentes químicos contaminantes del ambiente laboral-Reconocimiento, evaluación y control",NOM-010- STPS-1999,Proyecto Modificación
"Proyecto de Modificación de la Norma Oficial Mexicana NOM-026- SESH-2007, Lineamientos para los trabajos de prospección sismológica petrolera y especificaciones de los niveles máximos de energía",NOM-026- SESH-2007,Proyecto Modificación
"Norma Oficial Mexicana NOM-001-SAG/PESC-2013, Pesca responsable de túnidos. Especificaciones para las operaciones de pesca con red de cerco",NOM-001-SAG/PESC-2013,NOM
"Modificación a la Convocatoria para la aprobación de unidades de verificación de instalaciones eléctricas acreditadas para la evaluación de la conformidad de la Norma Oficial Mexicana NOM-001-SEDE-2012, Instalaciones eléctricas (utilización), publicada el 28 de mayo de 2013",NOM-001-SEDE-2012,Otros Documentos
"Norma Oficial Mexicana NOM-032-ENER-2013, Límites máximos de potencia eléctrica para equipos y aparatos que demandan energía en espera. Métodos de prueba y etiquetado",NOM-032-ENER-2013,NOM
"Respuesta a los comentarios recibidos respecto del Proyecto de Modificación de la Norma Oficial Mexicana NOM-008-SESH/SCFI-2010, Recipientes transportables para contener Gas L.P. Especificaciones de fabricación, materiales y métodos de prueba, publicado el 4 de junio de 2013",NOM-008-SESH/SCFI-2010,Respuestas a Comentarios
"Anteproyecto de Procedimiento para la Evaluación de la Conformidad de la Norma Oficial Mexicana NOM-001-SEDE-2012, Instalaciones Eléctricas (utilización) ",NOM-001-SEDE-2012,Otros Documentos
"Norma Oficial Mexicana NOM-009-SCT3-2012, Que regula los requisitos y especificaciones para el establecimiento y funcionamiento de oficinas de despacho en sus diferentes modalidades",NOM-009-SCT3-2012,NOM
"Norma Oficial Mexicana NOM-002-SCT4-2013, Terminología Marítima-Portuaria",NOM-002-SCT4-2013,NOM
"Fe de erratas que emite la Secretaría de Comunicaciones y Transportes a la Norma Oficial Mexicana NOM-033-SCT4-2013, Lineamientos para el ingreso de mercancías peligrosas a instalaciones portuarias, publicada el 21 de octubre de 2013",NOM-033-SCT4-2013,Otros Documentos
"Modificación de la Norma Oficial Mexicana NOM-008-SESH/SCFI- 2010, Recipientes transportables para contener Gas L.P. Especificaciones de fabricación, materiales y métodos de prueba",NOM-008-SESH/SCFI- 2010,Modificación
"Norma Oficial Mexicana NOM-023-SAG/PESC-2014, Que regula el aprovechamiento de las especies de túnidos con embarcaciones palangreras en aguas de jurisdicción federal del Golfo de México y Mar Caribe",NOM-023-SAG/PESC-2014,NOM
"Norma Oficial Mexicana NOM-010-STPS-2014, Agentes químicos contaminantes del ambiente laboral-Reconocimiento, evaluación y control",NOM-010-STPS-2014,NOM
"Procedimientos Alternativos autorizados por la Secretaría del Trabajo y Previsión Social para la Norma Oficial Mexicana NOM-010-STPS-1999, Condiciones de seguridad e higiene en los centros de trabajo donde se manejen, transporten, procesen o almacenen sustancias químicas capaces de generar contaminación en el medio ambiente laboral",NOM-010-STPS-1999,Otros Documentos
"Norma Oficial Mexicana NOM-004-SSA1-2013, Salud ambiental. Limitaciones y especificaciones sanitarias para el uso de los compuestos de plomo",NOM-004-SSA1-2013,NOM
"Norma Oficial Mexicana NOM-001-SAG/FITO-2013, Por la que se establecen los criterios, procedimientos y especificaciones para la elaboración de guías para la descripción varietal y reglas para determinar la calidad de las semillas para siembra",NOM-001-SAG/FITO-2013,NOM
"Aclaración a la Norma Oficial Mexicana NOM-010-STPS-2014, Agentes químicos contaminantes del ambiente laboral-Reconocimiento, evaluación y control, publicada el 28 de abril de 2014",NOM-010-STPS-2014,Otros Documentos
"Norma Oficial Mexicana NOM-034-SSA2-2013, Para la prevención y control de los defectos al nacimiento",NOM-034-SSA2-2013,NOM
"Proyecto de Modificación de la Norma Oficial Mexicana NOM-027- SESH-2010, Administración de la integridad de ductos de recolección y transporte de hidrocarburos",NOM-027- SESH-2010,Proyecto Modificación
"Proyecto de Modificación a la Norma Oficial Mexicana NOM-007- NUCL-1994, Requerimientos de seguridad radiológica que deben ser observados en los implantes permanentes de material radiactivo con fines terapéuticos a seres humanos",NOM-007- NUCL-1994,Proyecto Modificación
"Procedimientos Alternativos para utilizar los métodos NIOSH-7902, para la sustancia de Naftas así como NIOSH-1550 para la sustancia Ácido Fluorhídrico, a efecto de cumplir con lo dispuesto por el numeral 8.2.2, segundo párrafo, de la NOM-010-STPS-1999, Condiciones de seguridad e higiene en los centros de trabajo donde se manejen, transporten, procesen o almacenen sustancias químicas capaces de generar contaminación en el medio ambiente laboral",NOM-010-STPS-1999,Otros Documentos
"Proyecto de Modificación a la Norma Oficial Mexicana NOM- 011-CONAGUA-2000, Conservación del recurso agua-Que establece las especificaciones y el método para determinar la disponibilidad media anual de las aguas nacionales",NOM- 011-CONAGUA-2000,Proyecto Modificación
"Norma Oficial Mexicana NOM-009-SSA3-2013, Educación en Salud. Criterios para la utilización de los establecimientos para la atención médica como campos clínicos para la prestación del servicio social de medicina y estomatología",NOM-009-SSA3-2013,NOM
"Norma Oficial Mexicana NOM-001-ENER-2014, Eficiencia energética de bombas verticales tipo turbina con motor externo eléctrico vertical. Límites y método de prueba",NOM-001-ENER-2014,NOM
"Norma Oficial Mexicana NOM-007-ENER-2014, Eficiencia energética para sistemas de alumbrado en edificios no residenciales",NOM-007-ENER-2014,NOM
"Norma Oficial Mexicana NOM-009-SSA3-2013, Educación en Salud. Criterios para la utilización de los establecimientos para la atención médica como campos clínicos para la prestación del servicio social de medicina y estomatología",NOM-009-SSA3-2013,NOM
"Norma Oficial Mexicana NOM-009-ENER-2014, Eficiencia energética en sistemas de aislamientos térmicos industriales",NOM-009-ENER-2014,NOM
"Norma Oficial Mexicana NOM-020-SSA1-2014, Salud ambiental. Valor límite permisible para la concentración de ozono (O3) en el aire ambiente y criterios para su evaluación",NOM-020-SSA1-2014,NOM
"Norma Oficial Mexicana NOM-025-SSA1-2014, Salud ambiental. Valores límite permisibles para la concentración de partículas suspendidas PM10 y PM2.5 en el aire ambiente y criterios para su evaluación",NOM-025-SSA1-2014,NOM
"Procedimientos alternativos autorizados por la Secretaría del Trabajo y Previsión Social para la Norma Oficial Mexicana NOM-010-STPS-1999, Condiciones de seguridad e higiene en los centros de trabajo donde se manejen, transporten, procesen o almacenen sustancias químicas capaces de generar contaminación en el medio ambiente laboral",NOM-010-STPS-1999,Otros Documentos
"Norma Oficial Mexicana NOM-002-SEDE/ENER-2014, Requisitos de seguridad y eficiencia energética para transformadores de distribución",NOM-002-SEDE/ENER-2014,NOM
"Acuerdo de modificación a la Norma Oficial Mexicana NOM-028- STPS-2012, Sistema para la administración del trabajo-Seguridad en los procesos y equipos críticos que manejen sustancias químicas peligrosas",NOM-028- STPS-2012,Modificación
"Norma Oficial Mexicana NOM-006-STPS-2014, Manejo y almacenamiento de materiales-Condiciones de seguridad y salud en el trabajo",NOM-006-STPS-2014,NOM
"Norma Oficial Mexicana NOM-034-SSA3-2013, Regulación de los servicios de salud. Atención médica prehospitalaria",NOM-034-SSA3-2013,NOM
"Norma Oficial Mexicana NOM-004-ENER-2014, Eficiencia energética para el conjunto motor-bomba, para bombeo de agua limpia de uso doméstico, en potencias de 0,180 kW (¼ HP) hasta 0,750 kW (1 HP).- Límites, métodos de prueba y etiquetado",NOM-004-ENER-2014,NOM
"Norma Oficial Mexicana NOM-001-SESH-2014, Plantas de distribución de Gas L.P. Diseño, construcción y condiciones seguras en su operación",NOM-001-SESH-2014,NOM
"Norma Oficial Mexicana NOM-011-SSA3-2014, Criterios para la atención de enfermos en situación terminal a través de cuidados paliativos",NOM-011-SSA3-2014,NOM
"Norma Oficial Mexicana NOM-014-SSA3-2013, Para la asistencia social alimentaria a grupos de riesgo",NOM-014-SSA3-2013,NOM
"Norma Oficial Mexicana NOM-012-SCT-2-2014, Sobre el peso y dimensiones máximas con los que pueden circular los vehículos de autotransporte que transitan en las vías generales de comunicación de jurisdicción federal",NOM-012-SCT-2-2014,NOM
"Norma Oficial Mexicana NOM-022-ENER/SCFI-2014, Eficiencia energética y requisitos de seguridad al usuario para aparatos de refrigeración comercial autocontenidos. Límites, métodos de prueba y etiquetado",NOM-022-ENER/SCFI-2014,NOM
"Procedimiento alternativo autorizado por la Secretaría del Trabajo y Previsión Social para la Norma Oficial Mexicana NOM-020-STPS-2011, Recipientes sujetos a presión, recipientes criogénicos y generadores de vapor o calderas-Funcionamiento-Condiciones de seguridad",NOM-020-STPS-2011,Otros Documentos
"Norma Oficial Mexicana NOM-034-SAG/PESC-2014, Pesca responsable en el embalse de la presa Emilio Portes Gil (San Lorenzo), ubicada en el Estado de Tamaulipas. Especificaciones para el aprovechamiento de los recursos pesqueros",NOM-034-SAG/PESC-2014,NOM
"Respuesta a los comentarios recibidos respecto del Proyecto de Modificación a la Norma Oficial Mexicana NOM-027-SESH-2010, Administración de la integridad de ductos de recolección y transporte de hidrocarburos",NOM-027-SESH-2010,Respuestas a Comentarios
"Acuerdo por el que se establecen medidas de simplificación administrativa para la importación de madera aserrada nueva procedente de los Estados Unidos de América o Canadá, para el cumplimiento de la Norma Oficial Mexicana NOM-016-SEMARNAT-2013, Que regula fitosanitariamente la importación de madera aserrada nueva",NOM-016-SEMARNAT-2013,Otros Documentos
"PROYECTO de Norma Oficial Mexicana NOM-025/2-NUCL-1996, Requisitos para equipo de radiografía industrial. Parte 2: operación.",NOM-025/2-NUCL-1996,Proyecto NOM
"NORMA Oficial Mexicana NOM-025/2-NUCL-1996, Requisitos para equipo de radiografía industrial. Parte 2: Operación.",NOM-025/2-NUCL-1996,NOM
"NORMA Oficial Mexicana NOM-019-NUCL-1995, Requerimientos para bultos de desechos radiactivos de nivel bajo para su almacenamiento definitivo cerca de la superficie.",NOM-019-NUCL-1995,NOM
"NORMA Oficial Mexicana NOM-020-NUCL-1995, Requerimientos para instalaciones de incineración de desechos radiactivos.",NOM-020-NUCL-1995,NOM
"Convocatoria a los interesados en obtener la aprobación como Unidad de Verificación en la Norma Oficial Mexicana NOM-001-SESH-2014, Plantas de distribución de Gas L.P. Diseño, construcción y condiciones seguras en su operación",NOM-001-SESH-2014,Otros Documentos
"Nota Aclaratoria a la Norma Oficial Mexicana NOM-010-SESH-2012,   Aparatos domésticos para cocinar alimentos que utilizan Gas L.P. o Gas Natural. Especificaciones y métodos de prueba, publicada el 29 de mayo de 2013",NOM-010-SESH-2012,Otros Documentos
"Norma Oficial Mexicana NOM-033-SAG/PESC-2014, Pesca responsable en el Sistema Lagunar Champayán y Río Tamesí, incluyendo las lagunas Chairel y La Escondida, ubicados en el Estado de Tamaulipas. Especificaciones para el aprovechamiento de los recursos pesqueros",NOM-033-SAG/PESC-2014,NOM
"Aviso sobre la autorización para el uso de una tecnología alternativa para el cumplimiento de las finalidades de la Norma Oficial Mexicana NOM-011-SECRE-2000, Gas natural comprimido para uso automotor. Requisitos mínimos de seguridad en instalaciones vehiculares",NOM-011-SECRE-2000,Otros Documentos
"Proyecto de Modificación a la Norma Oficial Mexicana NOM-025/2- NUCL-1996, Requisitos para equipo de radiografía industrial. Parte 2: Operación",NOM-025/2- NUCL-1996,Proyecto Modificación
"Procedimiento alternativo autorizado por la Secretaría del Trabajo y Previsión Social para la Norma Oficial Mexicana NOM-024-STPS-2001, Vibraciones-Condiciones de seguridad e higiene en los centros de trabajo",NOM-024-STPS-2001,Otros Documentos
"Norma Oficial Mexicana NOM-012-SAG/PESC-2014, Para regular el aprovechamiento de los recursos pesqueros en el embalse de la presa El Cuchillo-Solidaridad, ubicada en el Municipio de China, N.L.",NOM-012-SAG/PESC-2014,NOM
"Norma Oficial Mexicana NOM-001-SAG/BIO-2014, Especificaciones generales de etiquetado de organismos genéticamente modificados que sean semillas o material vegetativo destinados a siembra, cultivo y producción agrícola",NOM-001-SAG/BIO-2014,NOM
"Proyecto de Modificación de la Norma Oficial Mexicana NOM-022- STPS-2008, Electricidad estática en los centros de trabajo-Condiciones de seguridad",NOM-022- STPS-2008,Proyecto Modificación
"Aviso por el que se da a conocer la página electrónica en la que se encontrarán las guías y reglas referentes a la Norma Oficial Mexicana NOM-001-SAG/FITO-2013, Por la que se establecen los criterios, procedimientos y especificaciones para la elaboración de guías para la descripción varietal y reglas para determinar la calidad de las semillas para siembra",NOM-001-SAG/FITO-2013,Otros Documentos
"NORMA Oficial Mexicana NOM-001-ECOL-1996, Que establece los límites máximos permisibles de contaminantes en las descargas de aguas residuales en aguas y bienes nacionales.",NOM-001-ECOL-1996,NOM
"PROYECTO de Norma Oficial Mexicana NOM-003-ECOL-1997, Que establece los límites máximos permisibles de contaminantes para las aguas residuales tratadas que se reusen en servicios al público.",NOM-003-ECOL-1997,Proyecto NOM
"PROYECTO de Norma Oficial Mexicana NOM-002-ECOL-1996, Que establece los límites máximos permisibles de contaminantes en las descargas de aguas residuales a los sistemas de alcantarillado.",NOM-002-ECOL-1996,Proyecto NOM
"RESPUESTAS a los comentarios efectuados al Proyecto de Norma Oficial Mexicana NOM-002-ECOL-1996, Que establece los límites máximos permisibles de contaminantes en las descargas de aguas residuales a los sistemas de alcantarillado, publicado el 9 de enero de 1997.",NOM-002-ECOL-1996,Respuestas a Comentarios
"PROYECTO de Norma Oficial Mexicana NOM-001-ECOL-1996, Que establece los límites máximos permisibles de contaminantes en las descargas de aguas residuales en aguas y bienes nacionales.",NOM-001-ECOL-1996,Proyecto NOM
"RESPUESTA a los comentarios y modificaciones efectuados al Proyecto de Norma Oficial Mexicana NOM-003-ECOL-1997, Que establece los límites máximos permisibles de contaminantes para las aguas residuales tratadas que se reúsen en servicios al público, publicado el 14 de enero de 1998.",NOM-003-ECOL-1997,Respuestas a Comentarios
"NORMA Oficial Mexicana NOM-003-ECOL-1997, Que establece los límites máximos permisibles de contaminantes para las aguas residuales tratadas que se reusen en servicios al público.",NOM-003-ECOL-1997,NOM
"RESPUESTAS a los comentarios efectuados al Proyecto de Norma Oficial Mexicana NOM-001-ECOL-1996, Que establece los límites máximos permisibles de contaminantes en las descargas de aguas residuales en aguas y bienes nacionales, publicado el 24 de junio de 1996.",NOM-001-ECOL-1996,Respuestas a Comentarios
